source,target,time,distance
3,44,2136.2,34435.2
3,33,2038.1,30989.2
3,39,879.4,10038.7
3,49,965.3,11833.4
3,23,766.8,9766.6
3,16,887.0,10077.0
3,62,741.0,9057.7
3,63,1043.7,12066.9
3,53,901.1,10207.3
3,47,1061.6,12802.5
3,11,940.5,11599.1
3,43,892.5,11140.4
3,52,1156.4,12183.1
3,12,1065.1,12683.9
3,25,1237.2,14601.2
3,24,1165.9,12611.8
3,55,1063.7,11352.3
3,26,1162.8,12970.3
3,4,1389.0,17024.5
3,15,1384.9,15229.8
3,45,1413.2,17466.1
3,58,1334.0,14043.8
3,40,1518.9,16166.9
3,30,1474.1,30194.1
3,5,1273.0,13242.2
3,36,1674.0,17965.4
3,67,1163.3,13941.4
3,0,943.8,9131.2
3,2,1043.1,10441.8
3,38,1245.7,13097.9
3,48,1762.0,16637.6
3,41,1611.6,19235.7
3,9,1564.5,32366.4
3,71,1864.3,28577.7
10,65,1243.4,19015.7
10,31,1845.4,23639.9
10,56,2058.3,25739.6
10,35,834.6,9919.9
10,13,1755.5,35098.4
10,54,1227.5,19406.4
10,32,1427.5,17492.0
10,28,1598.3,21293.5
10,21,1550.1,20439.2
10,66,2136.7,28125.2
10,68,2081.2,29703.2
10,72,2135.0,30304.4
10,34,1596.5,18922.6
10,3,1427.5,17383.3
10,14,75.8,698.8
10,29,163.9,1676.5
10,50,282.1,2886.7
10,59,340.6,3345.5
10,42,411.5,4187.4
10,60,445.8,4343.8
10,20,1557.7,28790.8
10,6,2125.4,23415.2
10,37,860.0,8474.4
10,74,1262.6,13282.4
10,61,1382.0,16819.6
10,70,1478.0,16875.8
10,7,857.1,9704.4
10,69,2341.3,31375.6
10,75,2246.0,30627.8
10,8,1635.3,17637.9
10,64,1656.7,18156.3
10,27,1532.5,15806.7
10,1,1170.0,10734.0
10,46,851.1,8368.6
10,57,1888.8,19308.3
10,18,1984.1,20676.8
10,73,815.9,8594.0
10,19,915.6,9357.7
10,51,971.2,10102.6
10,22,3987.4,31938.2
10,17,2460.0,33973.1
10,44,1462.4,24301.0
10,33,1364.3,20855.0
10,39,898.1,8031.5
10,49,1427.3,13717.5
10,23,1199.2,11692.4
10,16,901.2,9383.5
10,62,1033.2,10302.8
10,63,1089.8,10284.3
10,53,882.8,7898.8
10,47,1396.3,13369.3
10,11,1279.0,12292.6
10,43,1238.8,11725.1
10,52,687.6,6891.9
10,12,1217.7,11494.9
10,25,1455.0,13707.3
10,24,502.3,4847.6
10,55,555.7,5576.0
10,26,907.7,8737.0
10,4,1570.1,17604.9
10,15,966.5,9547.4
10,45,1585.6,17823.4
10,58,865.0,8782.4
10,40,1181.3,11952.1
10,30,1823.5,20091.6
10,5,943.6,8879.1
10,36,1138.1,11545.5
10,67,1567.8,15299.7
10,0,806.8,7360.4
10,2,592.6,5462.0
10,38,776.9,7806.7
10,48,360.7,3635.5
10,41,982.6,11945.9
10,9,2413.3,33506.6
10,71,1190.5,18443.5
14,65,1167.6,18316.9
14,31,1837.3,21104.9
14,56,2050.2,23204.6
14,35,758.8,9221.1
14,13,1679.7,34399.7
14,54,1151.7,18707.6
14,32,1460.3,17977.5
14,28,1631.1,21779.0
14,21,1582.9,20924.8
14,66,2129.6,47666.8
14,68,2074.1,49244.8
14,72,2127.9,49846.0
14,34,1629.3,19408.2
14,3,1460.3,17868.9
14,10,84.9,828.5
14,29,88.1,977.7
14,50,231.4,2457.0
14,59,292.2,2915.7
14,42,349.5,3520.0
14,60,390.4,3772.4
14,20,1481.9,28092.0
14,6,2082.5,42352.3
14,37,892.8,8959.9
14,74,1282.4,20321.3
14,61,1395.0,20963.6
14,70,1469.9,14340.7
14,7,781.3,9005.7
14,69,2300.7,51155.2
14,75,2205.4,50407.4
14,8,1668.1,18123.5
14,64,1688.1,16871.1
14,27,1565.3,16292.2
14,1,1121.6,10304.3
14,46,802.7,7938.9
14,57,1921.6,19793.8
14,18,2016.9,21162.3
14,73,848.7,9079.5
14,19,948.4,9843.2
14,51,1004.0,10588.1
14,22,3974.5,58468.7
14,17,2419.4,53752.7
14,44,1386.6,23602.2
14,33,1288.5,20156.2
14,39,930.9,8517.1
14,49,1460.1,14203.1
14,23,1232.0,12177.9
14,16,934.0,9869.1
14,62,1066.0,10788.4
14,63,1122.6,10769.8
14,53,915.6,8384.3
14,47,1429.1,13854.8
14,11,1311.8,12778.2
14,43,1271.6,12210.7
14,52,720.4,7377.5
14,12,1250.5,11980.5
14,25,1487.8,14192.9
14,24,535.1,5333.2
14,55,588.5,6061.6
14,26,940.5,9222.6
14,4,1602.9,18090.5
14,15,999.3,10032.9
14,45,1618.4,18309.0
14,58,897.8,9267.9
14,40,1214.1,12437.7
14,30,1856.3,20577.2
14,5,976.4,9364.7
14,36,1170.9,12031.1
14,67,1600.6,15785.3
14,0,839.6,7845.9
14,2,625.4,5947.5
14,38,809.7,8292.3
14,48,284.9,2936.7
14,41,1015.4,12431.5
14,9,2372.7,53286.2
14,71,1114.7,17744.7
29,65,1135.1,17623.5
29,31,1749.2,20127.1
29,56,1962.1,22226.9
29,35,726.3,8527.7
29,13,1647.2,33706.2
29,54,1119.2,18014.2
29,32,1548.4,18955.3
29,28,1645.9,34295.8
29,21,1575.7,31250.6
29,66,2097.1,46973.4
29,68,2041.6,48551.4
29,72,2095.4,49152.6
29,34,1717.4,20385.9
29,3,1548.4,18846.6
29,10,169.4,1742.0
29,14,88.1,977.7
29,50,143.3,1479.2
29,59,204.1,1938.0
29,42,275.0,2779.9
29,60,309.3,2936.3
29,20,1449.4,27398.6
29,6,2050.0,41658.9
29,37,980.9,9937.6
29,74,1249.9,19627.9
29,61,1362.5,20270.2
29,70,1381.8,13363.0
29,7,748.8,8312.3
29,69,2268.2,50461.8
29,75,2172.9,49714.0
29,8,1733.1,17163.5
29,64,1600.0,15893.4
29,27,1653.4,17270.0
29,1,1033.5,9326.6
29,46,714.6,6961.2
29,57,2009.7,20771.5
29,18,2105.0,22140.0
29,73,936.8,10057.3
29,19,1036.5,10821.0
29,51,1071.0,12740.0
29,22,3942.0,57775.3
29,17,2386.9,53059.3
29,44,1354.1,22908.8
29,33,1256.0,19462.8
29,39,1019.0,9494.8
29,49,1548.2,15180.8
29,23,1320.1,13155.7
29,16,1022.1,10846.8
29,62,1154.1,11766.1
29,63,1210.7,11747.6
29,53,1003.7,9362.1
29,47,1517.2,14832.5
29,11,1399.9,13755.9
29,43,1359.7,13188.4
29,52,808.5,8355.2
29,12,1338.6,12958.2
29,25,1575.9,15170.6
29,24,623.2,6310.9
29,55,676.6,7039.3
29,26,1028.6,10200.3
29,4,1691.0,19068.2
29,15,1087.4,11010.7
29,45,1706.5,19286.7
29,58,985.9,10245.6
29,40,1302.2,13415.4
29,30,1944.4,21554.9
29,5,1064.5,10342.4
29,36,1259.0,13008.8
29,67,1688.7,16763.0
29,0,927.7,8823.6
29,2,713.5,6925.3
29,38,897.8,9270.0
29,48,252.4,2243.3
29,41,1103.5,13409.2
29,9,2340.2,52592.8
29,71,1082.2,17051.3
50,65,1135.3,17447.2
50,31,1669.1,18820.9
50,56,1882.0,20920.7
50,35,726.5,8351.4
50,13,1647.4,33529.9
50,54,1119.4,17837.9
50,32,1644.7,34127.2
50,28,1646.1,34119.5
50,21,1575.9,31074.2
50,66,2097.3,46797.1
50,68,2041.8,48375.1
50,72,2095.6,48976.2
50,34,1745.3,16696.8
50,3,1665.6,20056.8
50,10,290.6,2886.7
50,14,234.6,2457.0
50,29,146.5,1479.2
50,59,92.7,696.5
50,42,227.2,1778.7
50,60,261.5,1935.1
50,20,1449.6,27222.3
50,6,2050.2,41482.6
50,37,1098.1,11147.8
50,74,1250.1,19451.5
50,61,1362.7,20093.8
50,70,1301.7,12056.8
50,7,749.0,8135.9
50,69,2268.4,50285.4
50,75,2173.1,49537.6
50,8,1653.0,15857.3
50,64,1519.9,14587.1
50,27,1715.3,15374.8
50,1,953.4,8020.4
50,46,634.5,5654.9
50,57,2126.9,21981.7
50,18,2222.2,23350.2
50,73,1042.0,15844.7
50,19,1083.9,13498.4
50,51,1071.2,12563.7
50,22,3942.2,57598.9
50,17,2387.1,52882.9
50,44,1354.3,22732.5
50,33,1256.2,19286.5
50,39,1136.2,10705.0
50,49,1665.4,16391.0
50,23,1437.3,14365.8
50,16,1139.3,12057.0
50,62,1271.3,12976.3
50,63,1327.9,12957.8
50,53,1120.9,10572.3
50,47,1634.4,16042.7
50,11,1517.1,14966.1
50,43,1476.9,14398.6
50,52,925.7,9565.4
50,12,1455.8,14168.4
50,25,1693.1,16380.8
50,24,740.4,7521.1
50,55,793.8,8249.5
50,26,1145.8,11410.5
50,4,1808.2,20278.4
50,15,1204.6,12220.9
50,45,1823.7,20496.9
50,58,1103.1,11455.8
50,40,1419.4,14625.6
50,30,2061.6,22765.1
50,5,1181.7,11552.6
50,36,1376.2,14219.0
50,67,1805.9,17973.2
50,0,1044.9,10033.8
50,2,830.7,8135.5
50,38,1015.0,10480.2
50,48,291.4,2433.6
50,41,1123.9,13092.1
50,9,2340.4,52416.4
50,71,1082.4,16875.0
59,65,1075.0,16859.3
59,31,1608.8,18233.1
59,56,1821.7,20332.8
59,35,666.2,7763.5
59,13,1587.1,32942.1
59,54,1059.1,17250.0
59,32,1584.4,33539.4
59,28,1585.8,33531.7
59,21,1515.6,30486.4
59,66,2037.0,46209.2
59,68,1981.5,47787.3
59,72,2035.3,48388.4
59,34,1685.0,16108.9
59,3,1631.3,18012.8
59,10,344.4,3448.6
59,14,288.4,3018.9
59,29,200.3,2041.1
59,50,89.7,666.7
59,42,166.9,1190.9
59,60,201.2,1347.3
59,20,1389.3,26634.4
59,6,1989.9,40894.7
59,37,1042.0,15103.1
59,74,1189.8,18863.7
59,61,1302.4,19506.0
59,70,1241.4,11469.0
59,7,688.7,7548.1
59,69,2208.1,49697.6
59,75,2112.8,48949.8
59,8,1592.7,15269.5
59,64,1459.6,13999.3
59,27,1655.0,14787.0
59,1,893.1,7432.5
59,46,574.2,5067.1
59,57,2180.7,22543.6
59,18,2276.0,23912.1
59,73,981.7,15256.8
59,19,1023.6,12910.6
59,51,1010.9,11975.8
59,22,3881.9,57011.1
59,17,2326.8,52295.1
59,44,1294.0,22144.6
59,33,1195.9,18698.6
59,39,1190.0,11266.9
59,49,1679.0,17433.6
59,23,1480.5,15366.9
59,16,1176.0,11404.0
59,62,1314.1,12369.7
59,63,1381.7,13519.6
59,53,1174.7,11134.1
59,47,1688.2,16604.6
59,11,1570.9,15528.0
59,43,1530.7,14960.5
59,52,979.5,10127.3
59,12,1509.6,14730.3
59,25,1746.9,16942.7
59,24,794.2,8083.0
59,55,847.6,8811.4
59,26,1199.6,11972.4
59,4,1862.0,20840.3
59,15,1258.4,12782.7
59,45,1877.5,21058.8
59,58,1156.9,12017.7
59,40,1473.2,15187.5
59,30,2115.4,23327.0
59,5,1235.5,12114.5
59,36,1430.0,14780.9
59,67,1859.7,18535.1
59,0,1004.6,9617.1
59,2,884.5,8697.3
59,38,1068.8,11042.1
59,48,231.1,1845.8
59,41,1063.6,12504.2
59,9,2280.1,51828.6
59,71,1022.1,16287.2
42,65,925.2,15742.3
42,31,1578.8,18253.8
42,56,1791.7,20353.6
42,35,516.4,6646.5
42,13,1437.3,31825.1
42,54,909.3,16133.0
42,32,1434.6,32422.4
42,28,1436.0,32414.7
42,21,1365.8,29369.4
42,66,1887.2,45092.3
42,68,1831.7,46670.3
42,72,1885.5,47271.4
42,34,1655.0,16129.7
42,3,1601.3,18033.6
42,10,406.2,4096.0
42,14,349.2,3520.0
42,29,289.0,2799.1
42,50,241.0,1847.6
42,59,179.7,1399.3
42,60,88.8,600.1
42,20,1239.5,25517.5
42,6,1840.1,39777.7
42,37,892.2,13986.1
42,74,1040.0,17746.7
42,61,1152.6,18389.0
42,70,1211.4,11489.7
42,7,538.9,6431.1
42,69,2058.3,48580.6
42,75,1963.0,47832.8
42,8,1562.7,15290.2
42,64,1429.6,14020.1
42,27,1625.0,14807.8
42,1,863.1,7453.3
42,46,544.2,5087.9
42,57,2060.8,40937.5
42,18,2183.0,42727.2
42,73,831.9,14139.8
42,19,873.8,11793.6
42,51,861.1,10858.8
42,22,3732.1,55894.1
42,17,2177.0,51178.1
42,44,1144.2,21027.7
42,33,1046.1,17581.6
42,39,1146.0,18319.8
42,49,1649.0,17454.4
42,23,1450.5,15387.6
42,16,1145.8,18863.4
42,62,1277.8,19782.7
42,63,1369.2,19874.7
42,53,1130.7,18187.1
42,47,1675.7,22959.7
42,11,1558.4,21883.0
42,43,1518.2,21315.6
42,52,967.0,16482.4
42,12,1497.1,21085.3
42,25,1673.1,28851.3
42,24,768.6,14158.9
42,55,863.0,15557.1
42,26,1187.1,18327.5
42,4,1772.6,30254.4
42,15,1245.9,19137.8
42,45,1788.1,30472.9
42,58,1064.0,21431.8
42,40,1383.8,24601.6
42,30,1998.0,45912.8
42,5,1223.0,18469.5
42,36,1340.6,24194.9
42,67,1847.0,19562.4
42,0,974.6,9637.8
42,2,969.9,9455.3
42,38,1016.9,16834.5
42,48,81.3,728.8
42,41,913.8,11387.3
42,9,2130.3,50711.6
42,71,872.3,15170.2
60,65,957.9,15872.0
60,31,1606.5,18410.2
60,56,1819.4,20510.0
60,35,549.1,6776.2
60,13,1470.0,31954.8
60,54,942.0,16262.7
60,32,1467.3,32552.1
60,28,1468.7,32544.4
60,21,1398.5,29499.1
60,66,1919.9,45221.9
60,68,1864.4,46800.0
60,72,1918.2,47401.1
60,34,1682.7,16286.1
60,3,1629.0,18190.0
60,10,443.8,4348.5
60,14,386.8,3772.4
60,29,316.7,2955.5
60,50,268.7,2003.9
60,59,207.4,1555.7
60,42,86.4,570.3
60,20,1272.2,25647.1
60,6,1872.8,39907.4
60,37,924.9,14115.8
60,74,1072.7,17876.4
60,61,1185.3,18518.7
60,70,1239.1,11646.1
60,7,571.6,6560.8
60,69,2091.0,48710.3
60,75,1995.7,47962.5
60,8,1590.4,15446.6
60,64,1457.3,14176.4
60,27,1652.7,14964.1
60,1,890.8,7609.7
60,46,571.9,5244.2
60,57,2093.5,41067.2
60,18,2215.7,42856.9
60,73,864.6,14269.5
60,19,906.5,11923.3
60,51,893.8,10988.5
60,22,3764.8,56023.8
60,17,2209.7,51307.8
60,44,1176.9,21157.3
60,33,1078.8,17711.3
60,39,1178.7,18449.5
60,49,1676.7,17610.8
60,23,1478.2,15544.0
60,16,1173.7,11581.2
60,62,1310.5,19912.3
60,63,1401.9,20004.4
60,53,1163.4,18316.8
60,47,1708.4,23089.4
60,11,1591.1,22012.7
60,43,1550.9,21445.3
60,52,999.7,16612.1
60,12,1529.8,21215.0
60,25,1705.8,28981.0
60,24,801.3,14288.6
60,55,895.7,15686.8
60,26,1219.8,18457.2
60,4,1805.3,30384.1
60,15,1278.6,19267.5
60,45,1820.8,30602.5
60,58,1096.7,21561.5
60,40,1416.5,24731.3
60,30,2030.7,46042.5
60,5,1255.7,18599.2
60,36,1373.3,24324.6
60,67,1874.7,19718.8
60,0,1002.3,9794.2
60,2,997.6,9611.7
60,38,1049.6,16964.2
60,48,114.0,858.5
60,41,946.5,11516.9
60,9,2163.0,50841.3
60,71,905.0,15299.9
20,65,781.4,14660.7
20,31,2394.0,45184.2
20,56,2477.7,58870.2
20,35,853.0,19005.1
20,13,704.3,12261.7
20,54,616.7,10995.7
20,32,701.6,12859.0
20,28,693.6,8087.7
20,21,548.5,6218.7
20,66,1154.2,25528.8
20,68,1098.7,27106.9
20,72,1152.5,27708.0
20,34,2145.1,40467.0
20,3,1976.1,38927.7
20,10,1471.0,27612.4
20,14,1414.0,27036.4
20,29,1375.7,26343.0
20,50,1389.2,26235.4
20,59,1327.9,25787.2
20,42,1171.9,24461.8
20,60,1201.5,24591.5
20,6,1107.1,20214.3
20,37,1196.2,26050.6
20,74,932.5,10394.1
20,61,690.0,8337.1
20,70,2026.6,38420.1
20,7,1100.2,21815.1
20,69,1325.3,29017.2
20,75,1230.0,28269.4
20,8,2183.9,39182.3
20,64,2205.3,39700.6
20,27,2081.1,37351.0
20,1,2011.3,31841.2
20,46,1692.4,29475.7
20,57,1327.8,21374.1
20,18,1450.0,23163.8
20,73,1114.0,21915.4
20,19,1103.5,21618.5
20,51,1044.1,21193.2
20,22,2999.1,36330.7
20,17,1444.0,31614.7
20,44,962.4,19464.8
20,33,864.3,16018.7
20,39,1450.0,30384.3
20,49,1667.5,32619.7
20,23,1644.8,25644.5
20,16,1449.8,30927.9
20,62,1568.8,24314.7
20,63,1266.3,21579.1
20,53,1434.7,30251.6
20,47,1498.1,25045.0
20,11,1475.4,23579.0
20,43,1463.0,23348.3
20,52,1137.9,11694.7
20,12,1307.7,21905.0
20,25,1264.6,22634.6
20,24,1072.6,26223.4
20,55,1167.0,27621.6
20,26,1254.7,20941.4
20,4,1229.4,27206.2
20,15,1032.4,19272.4
20,45,1101.1,26061.5
20,58,962.7,10013.2
20,40,975.8,18316.7
20,30,1265.0,26349.4
20,5,1195.2,20429.1
20,36,797.7,16201.9
20,67,1537.3,30893.7
20,0,1510.8,31595.0
20,2,1397.9,30046.9
20,38,1060.7,10975.7
20,48,1141.2,24122.4
20,41,1070.4,23744.8
20,9,1397.3,31148.2
20,71,740.1,14279.9
6,65,1386.0,28980.5
6,31,2215.6,40998.6
6,56,2196.0,45918.3
6,35,1457.6,33324.9
6,13,778.8,11134.0
6,54,1221.3,25315.5
6,32,981.7,11646.4
6,28,742.9,8806.3
6,21,915.2,10858.0
6,66,525.0,5473.0
6,68,542.9,6039.9
6,72,676.1,9583.5
6,34,1896.4,37307.2
6,3,1801.9,36436.3
6,10,2075.6,41932.2
6,14,2018.6,41356.2
6,29,1980.3,40662.7
6,50,1993.8,40555.2
6,59,1932.5,40107.0
6,42,1776.5,38781.6
6,60,1806.1,38911.3
6,20,1063.5,19779.9
6,37,1800.8,40370.4
6,74,1712.5,36296.7
6,61,1558.8,26042.9
6,70,2274.9,31163.6
6,7,1704.8,36134.8
6,69,957.9,11545.4
6,75,862.6,10797.6
6,8,2035.3,38906.8
6,64,1966.7,38196.1
6,27,2115.5,39028.7
6,1,2346.6,27804.4
6,46,2297.0,43795.5
6,57,625.6,5437.0
6,18,518.9,4554.4
6,73,1718.6,36235.2
6,19,1708.1,35938.3
6,51,1648.7,35513.0
6,22,2619.4,19095.1
6,17,976.4,12110.8
6,44,1567.0,33784.6
6,33,1468.9,30338.5
6,39,1740.7,22533.8
6,49,1329.2,19547.3
6,23,1479.3,21475.6
6,16,1778.9,23983.2
6,62,1632.9,22963.9
6,63,1298.7,17675.8
6,53,1668.7,22027.7
6,47,1180.0,17287.1
6,11,1253.2,17943.9
6,43,1367.9,20027.1
6,52,1444.5,20444.5
6,12,1272.2,18191.3
6,25,1031.7,15403.4
6,24,1632.1,18476.9
6,55,1592.1,21730.9
6,26,1376.7,19300.6
6,4,891.1,14133.8
6,15,1181.5,12820.5
6,45,762.8,12989.0
6,58,1273.9,14363.3
6,40,1095.5,11623.9
6,30,926.7,13276.9
6,5,1333.2,18965.6
6,36,1164.2,22890.5
6,67,1199.0,17821.2
6,0,1869.0,24316.6
6,2,1779.2,23452.9
6,38,1380.2,15325.8
6,48,1745.8,38442.2
6,41,1602.3,20094.4
6,9,929.7,11644.3
6,71,1344.7,28599.7
37,65,916.6,10318.9
37,31,1759.8,23383.7
37,56,1972.7,25483.4
37,35,620.3,8437.3
37,13,1453.3,32606.6
37,54,922.5,11218.4
37,32,1202.1,14871.7
37,28,1372.9,18673.2
37,21,1324.7,17819.0
37,66,1903.2,45873.8
37,68,1847.7,47451.8
37,72,1901.5,48052.9
37,34,1510.9,18666.4
37,3,1341.9,17127.2
37,10,908.3,9095.7
37,14,938.1,9581.2
37,29,1026.2,10558.9
37,50,1144.4,11769.1
37,59,1086.8,15219.4
37,42,930.8,13894.0
37,60,960.4,14023.6
37,20,1255.5,26299.0
37,6,1856.1,40559.3
37,74,813.2,7727.6
37,61,925.8,8369.9
37,70,1392.4,16619.6
37,7,859.1,11247.2
37,69,2074.3,49362.1
37,75,1979.0,48614.3
37,8,1549.7,17381.8
37,64,1571.1,17900.1
37,27,1446.9,15550.5
37,1,1377.6,13892.9
37,46,1390.1,14890.1
37,57,1663.4,16688.0
37,18,1758.7,18056.5
37,73,214.3,1342.0
37,19,314.0,2105.7
37,51,369.6,2850.5
37,22,3748.1,56675.6
37,17,2193.0,51959.6
37,44,1160.2,21809.2
37,33,1062.1,18363.1
37,39,815.8,8583.8
37,49,1376.5,13572.0
37,23,1148.4,11546.8
37,16,815.6,9127.4
37,62,947.6,10046.7
37,63,1039.0,10138.7
37,53,800.5,8451.1
37,47,1345.5,13223.7
37,11,1228.2,12147.0
37,43,1188.0,11579.6
37,52,636.8,6746.4
37,12,1166.9,11349.3
37,25,1245.2,13581.6
37,24,438.4,4422.9
37,55,532.8,5821.1
37,26,856.9,8591.5
37,4,1344.7,14984.7
37,15,915.7,9401.8
37,45,1360.2,15203.1
37,58,635.4,5935.7
37,40,955.9,9331.8
37,30,1598.1,17471.3
37,5,892.8,8733.5
37,36,912.7,8925.2
37,67,1517.0,15154.2
37,0,876.6,9794.5
37,2,763.7,8246.4
37,38,651.7,6071.4
37,48,900.1,13554.6
37,41,422.3,3379.0
37,9,2146.3,51493.1
37,71,860.9,7876.7
74,65,659.6,8583.8
74,31,2150.2,30364.8
74,56,2363.1,32464.6
74,35,743.0,12556.6
74,13,1297.7,28210.9
74,54,632.2,6785.8
74,32,1098.6,9751.4
74,28,1296.4,28800.5
74,21,1226.2,25755.2
74,66,1747.6,41478.0
74,68,1692.1,43056.1
74,72,1745.9,43657.2
74,34,1901.3,25647.6
74,3,1732.3,24108.3
74,10,1239.4,15982.0
74,14,1269.2,16467.5
74,29,1265.7,19894.4
74,50,1279.2,19786.9
74,59,1217.9,19338.7
74,42,1061.9,18013.3
74,60,1091.5,18143.0
74,20,930.5,10309.3
74,6,1700.5,36163.5
74,37,818.7,7726.1
74,61,400.3,3229.1
74,70,1782.8,23600.7
74,7,990.2,15366.5
74,69,1918.7,44966.4
74,75,1823.4,44218.6
74,8,1940.1,24362.9
74,64,1961.5,24881.2
74,27,1837.3,22531.6
74,1,1768.0,20874.1
74,46,1582.4,23027.2
74,57,1672.2,20932.1
74,18,1767.5,22300.6
74,73,598.6,6384.1
74,19,588.1,6087.3
74,51,493.3,4160.3
74,22,3592.5,52279.9
74,17,2037.4,47563.9
74,44,972.8,13028.3
74,33,874.7,9582.3
74,39,1206.2,15565.0
74,49,1638.6,19817.2
74,23,1505.7,18388.7
74,16,1206.0,16108.5
74,62,1338.0,17027.8
74,63,1236.5,15921.1
74,53,1190.9,15432.3
74,47,1487.5,20236.2
74,11,1445.7,17926.1
74,43,1433.3,17695.3
74,52,898.9,12945.9
74,12,1278.0,16252.1
74,25,1254.0,17825.7
74,24,769.5,11309.2
74,55,923.2,12802.3
74,26,1081.9,14132.9
74,4,1353.5,19228.8
74,15,973.7,13115.1
74,45,1369.0,19447.3
74,58,644.9,10406.2
74,40,964.7,13576.0
74,30,1606.9,21715.5
74,5,1023.0,13397.3
74,36,836.2,8104.7
74,67,1661.3,22935.3
74,0,1267.0,16775.7
74,2,1149.4,14666.4
74,38,767.3,11598.4
74,48,1031.2,17673.9
74,41,446.0,3593.4
74,9,1990.7,47097.4
74,71,415.9,3632.8
61,65,643.9,6154.1
61,31,2244.7,30988.7
61,56,2457.6,33088.4
61,35,837.5,13180.5
61,13,1177.7,20286.0
61,54,580.5,4426.8
61,32,1175.0,20883.3
61,28,1176.4,20875.5
61,21,1039.9,12423.4
61,66,1627.6,33553.1
61,68,1572.1,35131.1
61,72,1625.9,35732.3
61,34,1995.8,26271.5
61,3,1826.8,24732.2
61,10,1333.9,16605.8
61,14,1363.7,17091.4
61,29,1360.2,20518.3
61,50,1373.7,20410.8
61,59,1312.4,19962.6
61,42,1156.4,18637.1
61,60,1186.0,18766.8
61,20,683.4,8252.3
61,6,1580.5,28238.6
61,37,913.2,8349.9
61,74,401.5,3229.1
61,70,1877.3,24224.6
61,7,1084.7,15990.4
61,69,1798.7,37041.5
61,75,1703.4,36293.7
61,8,2034.6,24986.8
61,64,2056.0,25505.1
61,27,1931.8,23155.5
61,1,1862.5,21497.9
61,46,1676.9,23651.1
61,57,1766.7,21556.0
61,18,1862.0,22924.5
61,73,693.1,7008.0
61,19,682.6,6711.1
61,51,623.2,6285.8
61,22,3472.5,44355.0
61,17,1917.4,39639.0
61,44,946.7,12722.4
61,33,848.6,9276.3
61,39,1300.7,16188.9
61,49,1733.1,20441.0
61,23,1600.2,19012.5
61,16,1300.5,16732.4
61,62,1432.5,17651.7
61,63,1331.0,16545.0
61,53,1285.4,16056.1
61,47,1582.0,20860.0
61,11,1540.2,18549.9
61,43,1527.8,18319.2
61,52,993.4,13569.7
61,12,1372.5,16876.0
61,25,1348.5,18449.6
61,24,864.0,11933.0
61,55,1017.7,13426.1
61,26,1176.4,14756.8
61,4,1448.0,19852.6
61,15,1068.2,13738.9
61,45,1463.5,20071.1
61,58,739.4,11030.1
61,40,1059.2,14199.8
61,30,1701.4,22339.3
61,5,1117.5,14021.2
61,36,1016.0,13793.2
61,67,1755.8,23559.1
61,0,1361.5,17399.5
61,2,1243.9,15290.2
61,38,861.8,12222.3
61,48,1125.7,18297.8
61,41,675.9,6814.2
61,9,1870.7,39172.5
61,71,389.8,3326.8
70,65,1805.3,29272.6
70,31,498.1,7490.3
70,56,711.0,9590.1
70,35,1484.4,21186.0
70,13,2153.8,29356.4
70,54,1789.4,29663.3
70,32,1798.8,22825.8
70,28,1969.6,26627.3
70,21,1921.4,25773.1
70,66,2150.9,41143.8
70,68,2095.4,42721.8
70,72,2149.2,43322.9
70,34,697.6,7429.9
70,3,743.7,8154.6
70,10,1467.4,13852.4
70,14,1497.2,14337.9
70,29,1419.0,13708.5
70,50,1337.4,12402.3
70,59,1291.7,11878.8
70,42,1243.6,11835.2
70,60,1277.9,11991.6
70,20,2119.6,39047.7
70,6,2314.6,43646.2
70,37,1344.3,15913.8
70,74,1779.7,20694.9
70,61,1899.1,24232.2
70,7,1723.2,23996.0
70,69,1981.8,34865.2
70,75,1930.3,34570.8
70,8,605.3,6590.4
70,64,472.2,5320.3
70,27,709.7,6502.4
70,1,949.7,7800.3
70,46,853.0,7495.6
70,57,2246.2,22937.5
70,18,2341.5,24306.0
70,73,1300.2,16033.4
70,19,1399.9,16797.1
70,51,1455.5,17542.0
70,22,3567.9,41362.9
70,17,2213.1,40015.6
70,44,2024.3,34557.9
70,33,1926.2,31111.9
70,39,855.1,9604.0
70,49,1095.0,13094.7
70,23,896.5,11027.9
70,16,794.1,9164.6
70,62,870.7,10319.0
70,63,1173.4,13328.2
70,53,865.2,9736.8
70,47,1191.3,14063.8
70,11,1070.2,12860.4
70,43,1022.2,12401.8
70,52,1044.5,12305.8
70,12,1194.8,13945.3
70,25,1366.9,15862.5
70,24,1054.0,12734.5
70,55,951.8,11475.0
70,26,1209.5,12256.3
70,4,1518.7,18285.9
70,15,1323.4,14961.3
70,45,1542.9,18727.4
70,58,1222.1,14166.5
70,40,1552.6,17286.0
70,30,1736.0,20653.7
70,5,1264.7,12660.2
70,36,1562.1,18088.1
70,67,1293.0,15202.7
70,0,775.8,7559.9
70,2,905.1,8728.5
70,38,1133.8,13220.6
70,48,1307.8,12490.1
70,41,1499.7,19358.4
70,9,2166.4,39549.1
70,71,1752.4,28700.5
7,65,848.3,13069.1
7,31,2013.1,30446.5
7,56,2226.0,32546.2
7,35,439.5,3973.3
7,13,1360.4,29151.9
7,54,832.4,13459.8
7,32,1357.7,29749.2
7,28,1359.1,29741.4
7,21,1288.9,26696.2
7,66,1810.3,42419.0
7,68,1754.8,43997.1
